Référence idealo;Titre chez idealo;Prix idealo (€);Version (outil, pack, accessoire);Référence sur mon site;Titre sur mon site;Mon prix de vente (€);Ma famille;Écart en euros;Écart en %;Sur quoi le rapprochement s'appuie;À REGARDER
DCF809NT;DeWalt DCF 809 NT Visseuse à chocs sans fil 18 V Brushless Li-Ion + Coffret de transport T-STAK + 1x Batterie 4,0 Ah - s;201,70;PACK+1X4.0+COFFRET;DCF809NT;DeWALT DCF809NT — DCF809NT;161,65;Perçage, vissage et boulonnage;40,05;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCM561PBS;DeWalt DCM 561 PBS 18 V Brushless Li-ION Débrousailleursans Fil - sans Batterie, sans Chargeur Jaune & Recharge de Fil C;219,03;PACK+CHARGEUR;DCM561;DeWALT DCM561 — DCM561;262,81;Tronçonnage et élagage;43,78;+20 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
D26200;DeWALT D26200-QS — Affleureuse (défonceuse) de paume compacte filaire 900W;222,04;OUTIL;D26200-QS;DeWALT D26200-QS — Affleureuse (défonceuse) de paume compacte filaire 900W;267,07;Défonceuses;45,03;+20 %;référence + variante;
DCB132T2;DeWalt Starter-Set FlexVolt DCB132T2;273,00;PACK;DCB132;DeWALT DCB132 — Chargeur double 18-54V DCB132;217,82;Batteries et chargeurs;55,18;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCB182-XJ;DEWALT Scie circulaire XR 18VBL - sans Batterie ni Chargeur - Multi-matériaux 115 mm Jaune & Batterie XR 18V 4 Ah Li-Ion;270,82;PACK+1X4+CHARGEUR;DCB182;DeWALT DCB182 — DCB182 Lot de 2 batteries XR Li-Ion 18 V 4 Ah 18 V;216,70;Batteries et chargeurs;54,12;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCD999X1-QW;DEWALT DCD999X1-QW;335,50;PACK;DCD999N-XJ;DeWALT DCD999N-XJ — Perceuse-visseuse à percussion 18V DCD999N-XJ;266,98;Perçage, vissage et boulonnage;68,52;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCF891EHGT-QW;Boulonneuse à chocs 1/2‘’ DEWALT DCF891EHGT-QW Brushless 812 Nm - POWERSTACK XR 18V 2X1.7/5Ah Li-Ion - jonc de sécurité;347,12;OUTIL+1X5;DCF891NT-XJ;"DeWALT DCF891NT-XJ — Boulonneuse à chocs 1/2"" 18V XR Brushless (machine seule, coffret TSTAK)";277,02;Perçage, vissage et boulonnage;70,10;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCMHT573X1;DEWALT DCMHT573X1;360,25;PACK;DCMHT573N-XJ;DeWALT DCMHT573N-XJ — DCMHT573N-XJ;287,12;Tronçonnage et élagage;73,13;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCS335D2;DeWalt DCS 335 D2 Scie sauteuse sans fil 18 V Brushless LED + Coffret de transport + 2x Batteries DCB 183 18V - 2 Ah XR ;372,79;PACK+1X2+COFFRET;DCS335N-XJ;DeWALT DCS335N-XJ — Scie sauteuse 18V DCS335N-XJ;297,72;Scies;75,07;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCM849P2;DeWalt DCM 849 P2 Polisseuse excentrique sans fil 18 V 180 mm Brushless + 2x batterie 5,0 Ah + chargeur;418,03;PACK+1X5.0+CHARGEUR;DCM849;DeWALT DCM849 — DCM849;333,74;Meulage, découpe et polissage;84,29;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCF894;"DeWALT DCF894N-XJ — Clé à Chocs Compacte 1/2"" XR 18V sans Batterie ni Chargeur DCF894N-XJ";424,50;OUTIL+CHARGEUR;DCF894N-XJ;"DeWALT DCF894N-XJ — Clé à Chocs Compacte 1/2"" XR 18V sans Batterie ni Chargeur DCF894N-XJ";339,86;Perçage, vissage et boulonnage;84,64;−20 %;référence + variante;mon prix est SOUS le prix idealo
DCM572X1-QW;DEWALT DCM572X1-QW;435,27;PACK;DCM572N-XJ;DeWALT DCM572N-XJ — DCM572N-XJ;348,48;Tronçonnage et élagage;86,79;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCF894P2T-15;DEWALT DCF894P2T-15;424,50;PACK;DCF894N-XJ;"DeWALT DCF894N-XJ — Clé à Chocs Compacte 1/2"" XR 18V sans Batterie ni Chargeur DCF894N-XJ";339,86;Perçage, vissage et boulonnage;84,64;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCMPW1000N-XJ;Nettoyeur à pression 54V DCMPW1000N-XJ + 1 batterie 18/54V 9-3Ah + 1 chargeur DCB118-QW DEWALT;487,90;PACK+1X3+CHARGEUR;DCMPW1000N-XJ;DeWALT DCMPW1000N-XJ — Nettoyeur à pression 54V DCMPW1000N-XJ;390,18;Accessoires;97,72;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DXCMB2M50HE;DeWalt DXCMB2M50HE - Compresseur d'air électrique monophasé à courroie - Moteur 2 CV 50 L;582,25;ACCESSOIRE;DXCMB2M50HE;DeWALT DXCMB2M50HE — DXCMB2M50HE;697,98;Accessoires;115,73;+20 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCS365M2;DEWALT DCS365M2;751,12;PACK;DCS365N;DeWALT DCS365N — DCS365N;601,74;Scies;149,38;−20 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCB184LR;DEWALT DCB184LR;99,60;PACK;DCB184;DeWALT DCB184 — Batterie 18V XR Li-Ion 5,0 Ah (témoin de charge LED);80,39;Batteries et chargeurs;19,21;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DWE305PK-QS;DEWALT DWE305PK-QS Scie sabre filaire - 1100W - Spéciale applications difficiles & DT2445-QZ Lame pour Scies Sabre, Arge;198,41;PACK;DWE305PK-QS;DeWALT DWE305PK-QS — Scie sabre 1100 W DWE305PK-QS;236,22;Scies;37,81;+19 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCE560N-XJ;DEWALT DCE560N-XJ;244,86;OUTIL;DCE560;DeWALT DCE560 — Kit de conversion du tube d'extrusion en acrylique DEWALT (pour sachets de 600 ml) pour DCE 560 Quantité:1;198,13;Rangements;46,73;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCF921D2T-QW;DEWALT DCF921D2T-QW;255,84;PACK;DCF921N-XJ;DeWALT DCF921N-XJ — DCF921N-XJ;206,95;Perçage, vissage et boulonnage;48,89;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCD996;DeWalt DCD 996 (1x 5,0 Ah);263,41;PACK+1X5.0;DCD996N;DeWALT DCD996N — Perceuse à percussion 18V XR Brushless (machine seule);212,06;Perçage, vissage et boulonnage;51,35;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCW200D2;DEWALT DCW200D2;263,78;PACK;DCW200;DeWALT DCW200 — DCW200;213,96;Scies;49,82;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCW200NT-XJ;Ponceuse vibrante DCW200NT-XJ + 1 batterie 18V 5 Ah + 1 chargeur DCB1104-QW DEWALT;263,90;PACK+1X5+CHARGEUR;DCW200;DeWALT DCW200 — DCW200;213,96;Scies;49,94;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCH133NT;DeWalt DCH 133 NT Marteau combiné sans fil 18V 2,6J SDS plus Brushless + 1x batterie 5,0Ah + TSTAK - sans chargeur;276,40;PACK+1X5.0+COFFRET+CHARGEUR;DCH133N;DeWALT DCH133N — DCH133N;223,87;Perforateurs;52,53;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCB118X2-QW;DeWALT DCB118X2-QW — Pack énergie 54V/18V FLEXVOLT (2x9,0 Ah) + chargeur rapide DCB118;299,00;PACK+2X9.0+CHARGEUR;DCB118X2-QW;DeWALT DCB118X2-QW — Pack énergie 54V/18V FLEXVOLT (2x9,0 Ah) + chargeur rapide DCB118;354,65;Batteries et chargeurs;55,65;+19 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCS369;Scie sabre compacte DEWALT DCS369 (2 x 5Ah) 18v XR;299,00;PACK+2X5;DCS369NT-XJ;DeWALT DCS369NT-XJ — Scie sabre 18V DCS369NT-XJ;242,41;Scies;56,59;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCK266P2;DeWALT - Set perceuse à percussion et clé à chocs sans fil 18V, 2 batteries 5,0 Ah XR, chargeur DCK266P2;347,13;PACK+1X5.0+CHARGEUR;DCK266NT;DeWALT DCK266NT — DCK266NT Perceuse visseuse à percussion (DCD796) Visseuse à chocs (DCF887) - (sans batterie ni chargeur) en TSTAK;281,28;Combos;65,85;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCH273E1;DeWalt DCH 273 E1 Marteau combiné sans fil 18 V 2,1 J SDS Plus Brushless + 1x batterie Powerstack 1,7 Ah + chargeur;345,88;PACK+1X1.7+CHARGEUR;DCH273P1T-QW;DeWALT DCH273P1T-QW — Perforateur burineur SDS-Plus 18V XR (1×5,0 Ah + chargeur + coffret);412,73;Perforateurs;66,85;+19 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCN930;DeWALT DCN930N — Cloueur de charpente 18V XR Brushless 30° (machine seule);392,10;OUTIL;DCN930N;DeWALT DCN930N — Cloueur de charpente 18V XR Brushless 30° (machine seule);465,30;Cloueurs;73,20;+19 %;référence + variante;
DCB118Y2-QW;DeWALT DCB118Y2-QW — Pack énergie 54V/18V FLEXVOLT (2x12,0 Ah) + chargeur rapide DCB118;437,16;PACK+2X12.0+CHARGEUR;DCB118X2-QW;DeWALT DCB118X2-QW — Pack énergie 54V/18V FLEXVOLT (2x9,0 Ah) + chargeur rapide DCB118;354,65;Batteries et chargeurs;82,51;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCGG581P1G-QW;DEWALT Pistolet graisseur sans fil 18V XR 2 vitesses, 690 bars, batterie 5Ah avec sac souple, DCGG581P1G-QW;469,00;PACK+1X5;DCGG581N-XJ;DeWALT DCGG581N-XJ — Pompe à graisse 18V DCGG581N-XJ DEWALT;377,86;Accessoires;91,14;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCH273P3T;Marteau combiné DeWALT DCH273P3T (3 x 5,0 Ah + DCB115 + TSTAK II);510,00;PACK+3X5.0+COFFRET;DCH273P1T-QW;DeWALT DCH273P1T-QW — Perforateur burineur SDS-Plus 18V XR (1×5,0 Ah + chargeur + coffret);412,73;Perforateurs;97,27;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCW604P2;DeWalt DCW 604 P2 Fraiseuse combinée sans fil 18V 55mm + 2x batteries 5,0 Ah + 1x chargeur rapide + set de fraises 12 pc;604,83;PACK+1X5.0+CHARGEUR;DCW604NT-XJ;DeWALT DCW604NT-XJ — Affleureuse - défonceuse XR 18V DCW604NT-XJ;488,75;Défonceuses;116,08;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCMST922N-XJ;Débroussailleuse 54V DCMST922N-XJ + 1 batterie 54V 12 Ah + 1 chargeur DCB118 DEWALT;694,90;PACK+1X12+CHARGEUR;DCMST922N-XJ;DeWALT DCMST922N-XJ — Débroussailleuse 54V DCMST922N-XJ DEWALT;562,25;Tronçonnage et élagage;132,65;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCS520T2;DEWALT DCS520T2;740,74;PACK;DCS520NT-XJ;DeWALT DCS520NT-XJ — Scie circulaire plongeante 18/54V XR FlexVolt Ø165 mm (machine seule, coffret TSTAK);597,64;Scies;143,10;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCS520;DEWALT DCS520;740,74;OUTIL;DCS520NT-XJ;DeWALT DCS520NT-XJ — Scie circulaire plongeante 18/54V XR FlexVolt Ø165 mm (machine seule, coffret TSTAK);597,64;Scies;143,10;−19 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
FVK271X2-QW;DeWalt Kit FVK271X2-QW 54V/18V (3071);1083,00;PACK;FVK271T2-QW;DeWALT FVK271T2-QW — Kit FVK271T2-QW 54V/18V (DCH333 + DCG418 + 2 x 6.0 Ah + DCB118 + TSTAK II + TSTAK VI);1291,62;Quincaillerie;208,62;+19 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCK1012P4T-QW;DeWALT DCK1012P4T-QW — DCK1012P4T-QW;1778,33;PACK;DCK1012P4T-QW;DeWALT DCK1012P4T-QW — DCK1012P4T-QW;2124,23;Combos;345,90;+19 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DE7023;DeWALT DE7023-XJ — Piètement universel pour scies à onglets (repliable, 227 kg);185,98;ACCESSOIRE;DE7023-XJ;DeWALT DE7023-XJ — Piètement universel pour scies à onglets (repliable, 227 kg);222,02;Accessoires;36,04;+19 %;référence + variante;
DCB1104-QW;Pack 1 batterie XR 18V 5 Ah + Chargeur DCB1104-QW DEWALT;99,90;PACK+1X5+CHARGEUR;DCB1104-QW;DeWALT DCB1104-QW — Chargeur 12V/18V DCB1104-QW;82,38;Batteries et chargeurs;17,52;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCF870N-XJ;DeWALT DCF870N-XJ — Visseuse à chocs hydraulique 18V XR (machine seule);157,87;OUTIL;DCF870N-XJ;DeWALT DCF870N-XJ — Visseuse à chocs hydraulique 18V XR (machine seule);185,74;Perçage, vissage et boulonnage;27,87;+18 %;référence + variante;
DCF809E1;DeWalt DCF 809 E1 Clé à choc sans fil 18 V 190 Nm 1/4'' Brushless + 1x batterie Powerstack 1,7 Ah + chargeur;197,28;PACK+1X1.7+CHARGEUR;DCF809NT;DeWALT DCF809NT — DCF809NT;161,65;Perçage, vissage et boulonnage;35,63;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCV517M1-QW;Dewalt DCV517M1-QW XR aspirateur sans fil 18V + 1x4.0Ah Batterie + Chargeur;208,95;PACK+1X4.0+CHARGEUR;DCV517N-XJ;DeWALT DCV517N-XJ — DCV517N-XJ;170,99;Aspirateurs;37,96;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCB132X1;DeWalt FlexVolt Groupe Électrogène 54V/18V 9,0Ah (DCB132X1);266,00;PACK+1X9.0;DCB132;DeWALT DCB132 — Chargeur double 18-54V DCB132;217,82;Batteries et chargeurs;48,18;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCS334N;DeWalt DCS334N Scie sauteuse sans fil 18V Brushless + 1x Batterie 4,0Ah - sans chargeur;265,72;PACK+1X4.0+CHARGEUR;DCS334NT-XJ;DeWALT DCS334NT-XJ — Scie sauteuse 18V DCS334NT-XJ;313,78;Scies;48,06;+18 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DWH161D1T-7;Aspirateur DeWALT DWH161D1T-7 (1 x 2,0 Ah + DCB107 + TSTAK II);279,00;PACK+1X2.0+COFFRET;DWH161D1-QW;DeWALT DWH161D1-QW — DWH161D1-QW;328,34;Quincaillerie;49,34;+18 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCG404NT-XJ;Meuleuse compacte 125 mm XR 18V Brushless - DEVALT - Sans batterie, ni charger coffret TSTAK - DCG404NT-XJ;289,64;PACK+COFFRET+CHARGEUR;DCG404;DeWALT DCG404 — DCG404;341,03;Meulage, découpe et polissage;51,39;+18 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCG406M1;DeWalt DCG 406 M1 18 V 125 mm Brushless Meuleuse d'angles sans fil + 1x Batterie 4 Ah + Chargeur + Coffret de transport ;312,28;PACK+1X4+COFFRET+CHARGEUR;DCG406N-XJ;DeWALT DCG406N-XJ — Meuleuse Ø125 mm DCG406N-XJ;254,68;Meulage, découpe et polissage;57,60;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCGG581N;Presse à graisse sans fil Dewalt DCGG581N, presse à graisse, 18 V Li-Ion, 230 g/min, 690 bar, tuyau de 1,2 m, LED, sac s;320,90;PACK;DCGG581N-XJ;DeWALT DCGG581N-XJ — Pompe à graisse 18V DCGG581N-XJ DEWALT;377,86;Accessoires;56,96;+18 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCD1007P2T-QW;Dewalt DCD1007P2T-QW Perceuse-visseuse a percussion sans fil 18 V 169Nm XRP - 2X5.0Ah Batteries + chargeur en T-STAK;383,17;PACK+2X5.0+COFFRET+CHARGEUR;DCD1007NT-XJ;DeWALT DCD1007NT-XJ — Perceuse-visseuse à percussion 18V DCD1007NT-XJ;450,40;Perçage, vissage et boulonnage;67,23;+18 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCF961E1T;DeWalt DCF 961 E1T Clé à choc 18 V 1632 Nm 1/2'' Brushless + 1x batterie Powerstack 1,7 Ah + chargeur + TSTAK;434,40;PACK+1X1.7+COFFRET+CHARGEUR;DCF961NT-XJ;"DeWALT DCF961NT-XJ — Boulonneuse 18V 1/2"" DCF961NT-XJ";513,24;Perçage, vissage et boulonnage;78,84;+18 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCD796;DeWalt - Kit perceuse DCD796 + visseuse à Impact DCF887 + 2 batteries 5Ah + chargeur DCB115 + mallette Tstak & Perforate;429,92;PACK+1X5+COFFRET+CHARGEUR;DCD796NT-XJ;DeWALT DCD796NT-XJ — Perceuse visseuse à percussion 18V DCD796NT-XJ;352,09;Perçage, vissage et boulonnage;77,83;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCW682P2-QW;DEWALT DCW682P2-QW;459,90;PACK;DCW682NT-XJ;DeWALT DCW682NT-XJ — DCW682NT-XJ;376,60;Meulage, découpe et polissage;83,30;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCS520NT;DeWALT DCS520NT-XJ — Scie circulaire plongeante 18/54V XR FlexVolt Ø165 mm (machine seule, coffret TSTAK);507,38;PACK+COFFRET;DCS520NT-XJ;DeWALT DCS520NT-XJ — Scie circulaire plongeante 18/54V XR FlexVolt Ø165 mm (machine seule, coffret TSTAK);597,64;Scies;90,26;+18 %;référence seule (variante différente);ATTENTION : rapproché sur la référence seule, la version peut différer
DCS691;DeWALT DCS691N — Découpeuse sans fil 54V XR FLEXVOLT Ø230 mm (machine seule);503,62;OUTIL;DCS691N;DeWALT DCS691N — Découpeuse sans fil 54V XR FLEXVOLT Ø230 mm (machine seule);593,99;Meulage, découpe et polissage;90,37;+18 %;référence + variante;
DCN650P2-SK;DEWALT DCN650P2-SK;590,00;PACK;DCN650N-XJ;DeWALT DCN650N-XJ — DCN650N-XJ;485,47;Perçage, vissage et boulonnage;104,53;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
DCF964P2T;Clé à chocs DeWALT DCF964P2T (2 x 5,0 Ah + DCB115 + TSTAK II);585,00;PACK+2X5.0+COFFRET;DCF964N-XJ;DeWALT DCF964N-XJ — DCF964N-XJ;476,84;Perçage, vissage et boulonnage;108,16;−18 %;référence seule (variante différente);mon prix est SOUS le prix idealo — ATTENTION : rapproché sur la référence seule, la version peut différer
